field_name,source_file,source_sha256,line_start,line_end,initial_value,update_condition,serialized_value,semantic_status,notes
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu2_retry.log,a02d6e55d15c7302b31c3d62076f3ffeb602357a43ce711efdc8e8b007ffea2c,16,20,UNKNOWN,"16: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d3_p2_CLEAN already has episode_summary.json\n17: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d2_p0_CLEAN already has episode_summary.json\n18: [SKIP] RANDOM_TIME::vis_formal_f04_s0_d1_p1_CLEAN already has episode_summary.json\n19: [FAIL] RANDOM_TIME::vis_formal_f08_s2_d2_p2_CLEAN has partial output — refusing to overwrite\n20: GPU 2 DONE: 18 jobs in 0s, 1 FAILED",episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s0_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,1,4,UNKNOWN,1: GPU 6: 17 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p0_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d3_p1_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,1,5,UNKNOWN,1: GPU 6: 17 jobs\n2: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p0_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d3_p1_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p0_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s0_d3_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,2,6,UNKNOWN,2: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d2_p0_CLEAN already has episode_summary.json\n3: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d3_p1_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p0_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p1_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,3,7,UNKNOWN,3: [SKIP] RANDOM_TIME::vis_formal_f08_s0_d3_p1_CLEAN already has episode_summary.json\n4: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p0_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p1_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p0_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,4,8,UNKNOWN,4: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d3_p0_CLEAN already has episode_summary.json\n5: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p1_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p0_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p1_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,5,9,UNKNOWN,5: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d2_p1_CLEAN already has episode_summary.json\n6: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p0_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p1_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p0_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d2_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,6,10,UNKNOWN,6: [SKIP] RANDOM_TIME::vis_formal_f02_s0_d1_p0_CLEAN already has episode_summary.json\n7: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p1_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p0_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d2_p1_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d3_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,7,11,UNKNOWN,7: [SKIP] RANDOM_TIME::vis_formal_f06_s0_d3_p1_CLEAN already has episode_summary.json\n8: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p0_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d2_p1_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d3_p2_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d3_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f04_s1_d2_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,8,12,UNKNOWN,8: [SKIP] RANDOM_TIME::vis_formal_f01_s0_d2_p0_CLEAN already has episode_summary.json\n9: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d2_p1_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d3_p2_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d3_p1_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d1_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f09_s0_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,9,13,UNKNOWN,9: [SKIP] RANDOM_TIME::vis_formal_f04_s1_d2_p1_CLEAN already has episode_summary.json\n10: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d3_p2_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d3_p1_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d1_p2_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d1_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s3_d3_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,10,14,UNKNOWN,10: [SKIP] RANDOM_TIME::vis_formal_f09_s0_d3_p2_CLEAN already has episode_summary.json\n11: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d3_p1_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d1_p2_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d1_p1_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d3_p2_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f08_s2_d1_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,11,15,UNKNOWN,11: [SKIP] RANDOM_TIME::vis_formal_f03_s3_d3_p1_CLEAN already has episode_summary.json\n12: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d1_p2_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d1_p1_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d3_p2_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p0_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f03_s1_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,12,16,UNKNOWN,12: [SKIP] RANDOM_TIME::vis_formal_f08_s2_d1_p2_CLEAN already has episode_summary.json\n13: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d1_p1_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d3_p2_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p0_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p1_CLEAN already has episode_summary.json,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f07_s0_d3_p2_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,13,17,UNKNOWN,13: [SKIP] RANDOM_TIME::vis_formal_f03_s1_d1_p1_CLEAN already has episode_summary.json\n14: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d3_p2_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p0_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p1_CLEAN already has episode_summary.json\n17: [16/17] RANDOM_TIME::vis_formal_f02_s0_d2_p2_CLEAN START,episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,14,18,UNKNOWN,14: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d3_p2_CLEAN already has episode_summary.json\n15: [SKIP] RANDOM_TIME::vis_formal_f02_s1_d2_p0_CLEAN already has episode_summary.json\n16: [SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p1_CLEAN already has episode_summary.json\n17: [16/17] RANDOM_TIME::vis_formal_f02_s0_d2_p2_CLEAN START\n18: [16/17] RANDOM_TIME::vis_formal_f02_s0_d2_p2_CLEAN COMPLETE (235s),episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f07_s0_d1_p1_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/logs/oracle_full_gpu6_retry.log,43d5fff3306c10732f92ba1ea19ff2fdc166e6ff723fc05f18689e4a5d84659a,17,20,UNKNOWN,"17: [16/17] RANDOM_TIME::vis_formal_f02_s0_d2_p2_CLEAN START\n18: [16/17] RANDOM_TIME::vis_formal_f02_s0_d2_p2_CLEAN COMPLETE (235s)\n19: [SKIP] RANDOM_TIME::vis_formal_f06_s1_d2_p0_CLEAN already has episode_summary.json\n20: GPU 6 DONE: 17 jobs in 235s, 0 FAILED",episode_summary,FIELD_SERIALIZATION,[SKIP] RANDOM_TIME::vis_formal_f06_s1_d2_p0_CLEAN already has episode_summary.json
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/prepare_sota_canaries.py,e49e29b21a6f77b9ebff2bce9f69ebfce126328f2afa012a26ad696d13fa2ee8,28,32,UNKNOWN,"28:             for pd in sorted(os.listdir(dp)):\n29:                 pid = int(pd.split('_')[2])\n30:                 ep = os.path.join(dp, pd, 'episode_summary.json')\n31:                 if os.path.exists(ep):\n32:                     d = json.load(open(ep))",episode_summary,FIELD_SERIALIZATION,"                ep = os.path.join(dp, pd, 'episode_summary.json')"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/validate_sota_condition.py,b077e766b5e11f5a0a58829cbf7c62ac25abbf6de574a9f73d8ce4291a4deefc,3,7,UNKNOWN,"3: \n4: Validates per-episode: attack execution, objective, budget, fallback, trigger, timing.\n5: Consumes runtime provenance from episode_summary (bridge writes from attack_result.debug).\n6: Writes CANARY_PASS.json / FORMAL_PASS.json only when all gates pass. sys.exit(1) on fail.\n7: """"""",episode_summary,FIELD_SERIALIZATION,Consumes runtime provenance from episode_summary (bridge writes from attack_result.debug).
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/validate_sota_condition.py,b077e766b5e11f5a0a58829cbf7c62ac25abbf6de574a9f73d8ce4291a4deefc,40,44,UNKNOWN,"40: \n41: def load_episode(artifact_dir):\n42:     ep_path = os.path.join(artifact_dir, ""episode_summary.json"")\n43:     tel_path = os.path.join(artifact_dir, ""step_telemetry.csv"")\n44:     if not os.path.exists(ep_path):",episode_summary,FIELD_SERIALIZATION,"    ep_path = os.path.join(artifact_dir, ""episode_summary.json"")"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/validate_sota_condition.py,b077e766b5e11f5a0a58829cbf7c62ac25abbf6de574a9f73d8ce4291a4deefc,294,298,UNKNOWN,"294:         errors.append(f""trigger_step_override={ts} >= 0 on no-emission"")\n295:     # Summary should have no attack provenance\n296:     if summary.get(""attack_frames"", 0) != 0:\n297:         errors.append(""attack_frames != 0 on no-emission"")\n298:     return errors",UNKNOWN,FIELD_MUTATION,"    if summary.get(""attack_frames"", 0) != 0:"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/validate_sota_condition.py,b077e766b5e11f5a0a58829cbf7c62ac25abbf6de574a9f73d8ce4291a4deefc,295,299,UNKNOWN,"295:     # Summary should have no attack provenance\n296:     if summary.get(""attack_frames"", 0) != 0:\n297:         errors.append(""attack_frames != 0 on no-emission"")\n298:     return errors\n299: ",UNKNOWN,FIELD_MUTATION,"        errors.append(""attack_frames != 0 on no-emission"")"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/validate_sota_condition.py,b077e766b5e11f5a0a58829cbf7c62ac25abbf6de574a9f73d8ce4291a4deefc,347,351,UNKNOWN,"347:         ep = load_episode(j[""output_dir""])\n348:         if ep is None:\n349:             all_errors[j.get(""job_key"", ""?"")] = [""episode_summary missing""]\n350:             continue\n351:         errors = []",episode_summary,FIELD_SERIALIZATION,"            all_errors[j.get(""job_key"", ""?"")] = [""episode_summary missing""]"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/validate_sota_condition.py,b077e766b5e11f5a0a58829cbf7c62ac25abbf6de574a9f73d8ce4291a4deefc,364,368,UNKNOWN,"364:         ep = load_episode(j[""output_dir""])\n365:         if ep is None:\n366:             all_errors[j.get(""job_key"", ""?"")] = [""episode_summary missing (no-emit)""]\n367:             continue\n368:         errors = validate_no_emission(ep, j)",episode_summary,FIELD_SERIALIZATION,"            all_errors[j.get(""job_key"", ""?"")] = [""episode_summary missing (no-emit)""]"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_oracle_env_gripper_worker.py,ef31add0fc14d593e677edee2151c8288bc003b632b085efb44623caefc64cef,49,53,UNKNOWN,"49: for idx, job in enumerate(jobs):\n50:     out_dir = job['output_dir']\n51:     ep_path = os.path.join(out_dir, 'episode_summary.json')\n52:     # Overwrite protection\n53:     if os.path.exists(ep_path):",episode_summary,FIELD_SERIALIZATION,"    ep_path = os.path.join(out_dir, 'episode_summary.json')"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/run_oracle_env_gripper_worker.py,ef31add0fc14d593e677edee2151c8288bc003b632b085efb44623caefc64cef,52,56,UNKNOWN,"52:     # Overwrite protection\n53:     if os.path.exists(ep_path):\n54:         print('[SKIP] {} already has episode_summary.json'.format(job.get('job_key', '?')))\n55:         continue\n56:     if os.path.exists(out_dir) and os.listdir(out_dir):",episode_summary,FIELD_SERIALIZATION,"        print('[SKIP] {} already has episode_summary.json'.format(job.get('job_key', '?')))"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage5_aggregate.sh,b2171e0c17cb3b60dcb7eab83d867d7ffda1efcff92911d8486e351b8d0eb355,29,33,UNKNOWN,"29:     for root, dirs, files in os.walk(path):\n30:         for f in files:\n31:             if f == ""episode_summary.json"":\n32:                 d = json.load(open(os.path.join(root, f)))\n33:                 key = os.path.relpath(root, path)",episode_summary,FIELD_SERIALIZATION,"            if f == ""episode_summary.json"":"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage5_aggregate.sh,b2171e0c17cb3b60dcb7eab83d867d7ffda1efcff92911d8486e351b8d0eb355,34,38,False,"34:                 data[key] = {""success"": d.get(""task_success"", False),\n35:                              ""n_steps"": d.get(""n_steps"", 0),\n36:                              ""attack_frames"": d.get(""attack_frames"", 0),\n37:                              ""condition"": d.get(""condition"", """")}\n38:     return data",UNKNOWN,FIELD_REFERENCE,"                             ""attack_frames"": d.get(""attack_frames"", 0),"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage5_aggregate.sh,b2171e0c17cb3b60dcb7eab83d867d7ffda1efcff92911d8486e351b8d0eb355,44,48,UNKNOWN,"44:     expected = 162 if name != ""COMMAND_OPEN_ORACLE"" else 141\n45:     sr = round(sum(1 for v in data.values() if v[""success""]) / max(1, n), 4)\n46:     atk = sum(v[""attack_frames""] for v in data.values())\n47:     rows.append({""condition"": name, ""n"": n, ""expected"": expected,\n48:                  ""complete"": n >= expected,",UNKNOWN,FIELD_MUTATION,"    atk = sum(v[""attack_frames""] for v in data.values())"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage5_aggregate.sh,b2171e0c17cb3b60dcb7eab83d867d7ffda1efcff92911d8486e351b8d0eb355,48,52,UNKNOWN,"48:                  ""complete"": n >= expected,\n49:                  ""success_rate"": sr if n > 0 else None,\n50:                  ""total_attack_frames"": atk})\n51:     status = ""OK"" if n >= expected else ""INCOMPLETE"" if n > 0 else ""MISSING""\n52:     print(f""  {name}: n={n}/{expected} SR={sr} atk={atk} [{status}]"")",UNKNOWN,FIELD_REFERENCE,"                 ""total_attack_frames"": atk})"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage5_aggregate.sh,b2171e0c17cb3b60dcb7eab83d867d7ffda1efcff92911d8486e351b8d0eb355,61,65,UNKNOWN,"61:     json.dump(envelope, f, indent=2)\n62: with open(os.path.join(OUT, ""TABLE1_SOTA_PANEL.csv""), ""w"") as f:\n63:     f.write(""condition,n,expected,complete,success_rate,total_attack_frames\n"")\n64:     for r in rows:\n65:         f.write(f""{r['condition']},{r['n']},{r['expected']},{r['complete']},{r['success_rate']},{r['total_attack_frames']}\n"")",UNKNOWN,FIELD_REFERENCE,"    f.write(""condition,n,expected,complete,success_rate,total_attack_frames\n"")"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/chain_stage5_aggregate.sh,b2171e0c17cb3b60dcb7eab83d867d7ffda1efcff92911d8486e351b8d0eb355,63,67,UNKNOWN,"63:     f.write(""condition,n,expected,complete,success_rate,total_attack_frames\n"")\n64:     for r in rows:\n65:         f.write(f""{r['condition']},{r['n']},{r['expected']},{r['complete']},{r['success_rate']},{r['total_attack_frames']}\n"")\n66: print(f""TABLE1_SOTA_V1 preview saved to {OUT} (status: UNVERIFIED)"")\n67: PYEOF",UNKNOWN,FIELD_REFERENCE,"        f.write(f""{r['condition']},{r['n']},{r['expected']},{r['complete']},{r['success_rate']},{r['total_attack_frames']}\n"")"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/audit_oracle.py,82a621cea8a9a1cd594cf18bd6988e61537b495b531b4ce9a813346ca495b77e,24,28,UNKNOWN,"24:             for pd in sorted(os.listdir(dp)):\n25:                 pid = int(pd.split(""_"")[2])\n26:                 ep = os.path.join(dp, pd, ""episode_summary.json"")\n27:                 if not os.path.exists(ep): continue\n28:                 d = json.load(open(ep))",episode_summary,FIELD_SERIALIZATION,"                ep = os.path.join(dp, pd, ""episode_summary.json"")"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/audit_oracle.py,82a621cea8a9a1cd594cf18bd6988e61537b495b531b4ce9a813346ca495b77e,54,58,UNKNOWN,"54:                     continue\n55: \n56:                 ep = os.path.join(dp, pd, ""episode_summary.json"")\n57:                 if not os.path.exists(ep): continue\n58:                 d = json.load(open(ep))",episode_summary,FIELD_SERIALIZATION,"                ep = os.path.join(dp, pd, ""episode_summary.json"")"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/audit_oracle.py,82a621cea8a9a1cd594cf18bd6988e61537b495b531b4ce9a813346ca495b77e,110,114,False,"110:                     ""success"": d.get(""task_success"", False),\n111:                     ""n_steps"": d.get(""n_steps"", 0),\n112:                     ""attack_frames"": len(atk_rows),\n113:                     ""env_open_frames"": sum(1 for r in atk_rows if float(r.get(""env_gripper"", 0)) < 0),\n114:                     ""arm_max_abs_diff"": max_ad,",UNKNOWN,FIELD_REFERENCE,"                    ""attack_frames"": len(atk_rows),"
mixed,/mnt/sdc/dty_user/table1_sota_execution_v1/commands/audit_oracle.py,82a621cea8a9a1cd594cf18bd6988e61537b495b531b4ce9a813346ca495b77e,143,147,UNKNOWN,"143: # ── Write outputs ──\n144: oracle_sr = sum(1 for v in oracle_data.values() if v[""success""]) / max(1, len(oracle_data))\n145: atk_exec = sum(1 for v in oracle_data.values() if v[""attack_frames""] > 0) / max(1, len(oracle_data))\n146: \n147: envelope = {",UNKNOWN,FIELD_MUTATION,"atk_exec = sum(1 for v in oracle_data.values() if v[""attack_frames""] > 0) / max(1, len(oracle_data))"
